x y z heading valid quality timestamp
7757721.305819 -363569.020747 0.000000 0.661916 1 4 1511378412.872235
7757721.305846 -363569.024228 0.000000 0.664290 1 4 1511378412.934759
7757721.305846 -363569.024228 0.000000 0.664290 1 4 1511378412.997261
7757721.303988 -363569.022502 0.000000 0.663243 1 4 1511378413.059731
7757721.305832 -363569.022487 0.000000 0.662457 1 4 1511378413.122266
7757721.303988 -363569.022502 0.000000 0.662422 1 4 1511378413.184746
7757721.305832 -363569.022487 0.000000 0.663400 1 4 1511378413.247266
7757721.303988 -363569.022502 0.000000 0.662649 1 4 1511378413.309802
7757721.302157 -363569.024257 0.000000 0.660886 1 4 1511378413.372258
7757721.304001 -363569.024243 0.000000 0.663330 1 4 1511378413.434744
7757721.304001 -363569.024243 0.000000 0.663190 1 4 1511378413.497266
7757721.305860 -363569.025969 0.000000 0.663819 1 4 1511378413.559770
7757721.304015 -363569.025983 0.000000 0.663243 1 4 1511378413.622301
7757721.300284 -363569.020790 0.000000 0.661811 1 4 1511378413.684738
7757721.303974 -363569.020761 0.000000 0.662160 1 4 1511378413.747241
7757721.307663 -363569.020732 0.000000 0.663714 1 4 1511378413.809806
7757721.305805 -363569.019006 0.000000 0.663295 1 4 1511378413.872256
7757721.303946 -363569.017280 0.000000 0.661811 1 4 1511378413.934787
7757721.303946 -363569.017280 0.000000 0.661811 1 4 1511378413.997281
7757721.305805 -363569.019006 0.000000 0.661986 1 4 1511378414.059777
7757721.305805 -363569.019006 0.000000 0.662597 1 4 1511378414.122293
7757721.305819 -363569.020747 0.000000 0.663068 1 4 1511378414.184760
7757721.303933 -363569.015539 0.000000 0.663784 1 4 1511378414.247256
7757721.305805 -363569.019006 0.000000 0.663661 1 4 1511378414.309834
7757721.305791 -363569.017265 0.000000 0.663469 1 4 1511378414.372292
7757721.305791 -363569.017265 0.000000 0.662562 1 4 1511378414.434798
7757721.305791 -363569.017265 0.000000 0.662510 1 4 1511378414.497293
7757721.305805 -363569.019006 0.000000 0.663853 1 4 1511378414.559783
7757721.305791 -363569.017265 0.000000 0.663627 1 4 1511378414.622293
7757721.303974 -363569.020761 0.000000 0.663592 1 4 1511378414.684799
7757721.302115 -363569.019035 0.000000 0.662789 1 4 1511378414.747301
7757721.305777 -363569.015524 0.000000 0.663766 1 4 1511378414.809828
7757721.307622 -363569.015510 0.000000 0.664744 1 4 1511378414.872301
7757721.303988 -363569.022502 0.000000 0.662806 1 4 1511378414.934827
7757721.303988 -363569.022502 0.000000 0.662806 1 4 1511378414.997318
7757721.305791 -363569.017265 0.000000 0.664168 1 4 1511378415.059805
7757721.305791 -363569.017265 0.000000 0.663312 1 4 1511378415.122288
7757721.303974 -363569.020761 0.000000 0.661445 1 4 1511378415.184776
7757721.307636 -363569.017250 0.000000 0.663103 1 4 1511378415.247274
7757721.307650 -363569.018991 0.000000 0.663260 1 4 1511378415.309797
7757721.305832 -363569.022487 0.000000 0.664028 1 4 1511378415.372250
7757721.302115 -363569.019035 0.000000 0.662702 1 4 1511378415.434803
7757721.307650 -363569.018991 0.000000 0.663452 1 4 1511378415.497285
7757721.309508 -363569.020717 0.000000 0.664866 1 4 1511378415.559805
7757721.307691 -363569.024213 0.000000 0.664394 1 4 1511378415.622334
7757721.307663 -363569.020732 0.000000 0.662021 1 4 1511378415.684800
7757721.309494 -363569.018977 0.000000 0.662091 1 4 1511378415.747318
7757721.309494 -363569.018977 0.000000 0.662457 1 4 1511378415.809822
7757721.311339 -363569.018962 0.000000 0.663312 1 4 1511378415.872324
7757721.309522 -363569.022458 0.000000 0.663208 1 4 1511378415.934775
7757721.309522 -363569.022458 0.000000 0.663208 1 4 1511378415.997306
7757721.307650 -363569.018991 0.000000 0.663016 1 4 1511378416.059828
7757721.311325 -363569.017221 0.000000 0.661951 1 4 1511378416.122302
7757721.309508 -363569.020717 0.000000 0.662824 1 4 1511378416.184804
7757721.309494 -363569.018977 0.000000 0.661724 1 4 1511378416.247329
7757721.309522 -363569.022458 0.000000 0.662719 1 4 1511378416.309859
7757721.311353 -363569.020703 0.000000 0.662998 1 4 1511378416.372331
7757721.307650 -363569.018991 0.000000 0.662335 1 4 1511378416.434858
7757721.307636 -363569.017250 0.000000 0.664203 1 4 1511378416.497359
7757721.309494 -363569.018977 0.000000 0.662335 1 4 1511378416.559842
7757721.307663 -363569.020732 0.000000 0.664586 1 4 1511378416.622362
7757721.307677 -363569.022473 0.000000 0.664482 1 4 1511378416.684841
7757721.309494 -363569.018977 0.000000 0.664168 1 4 1511378416.747341
7757721.307663 -363569.020732 0.000000 0.663539 1 4 1511378416.809867
7757721.307677 -363569.022473 0.000000 0.663417 1 4 1511378416.872347
7757721.309508 -363569.020717 0.000000 0.663976 1 4 1511378416.934845
7757721.309508 -363569.020717 0.000000 0.663976 1 4 1511378416.997347
7757721.309522 -363569.022458 0.000000 0.664011 1 4 1511378417.059846
7757721.307663 -363569.020732 0.000000 0.664936 1 4 1511378417.122352
7757721.309508 -363569.020717 0.000000 0.664255 1 4 1511378417.184865
7757721.309508 -363569.020717 0.000000 0.663016 1 4 1511378417.247366
7757721.307677 -363569.022473 0.000000 0.665005 1 4 1511378417.309863
7757721.307663 -363569.020732 0.000000 0.665005 1 4 1511378417.372328
7757721.309494 -363569.018977 0.000000 0.661794 1 4 1511378417.434867
7757721.311339 -363569.018962 0.000000 0.663173 1 4 1511378417.497359
7757721.307663 -363569.020732 0.000000 0.664586 1 4 1511378417.559883
7757721.305832 -363569.022487 0.000000 0.665162 1 4 1511378417.622364
7757721.311353 -363569.020703 0.000000 0.664290 1 4 1511378417.684851
7757721.311353 -363569.020703 0.000000 0.664185 1 4 1511378417.747362
7757721.305819 -363569.020747 0.000000 0.663208 1 4 1511378417.809895
7757721.311353 -363569.020703 0.000000 0.664726 1 4 1511378417.872365
7757721.311325 -363569.017221 0.000000 0.664639 1 4 1511378417.934892
7757721.307677 -363569.022473 0.000000 0.664517 1 4 1511378417.997371
7757721.309522 -363569.022458 0.000000 0.663277 1 4 1511378418.059872
7757721.311367 -363569.022444 0.000000 0.662230 1 4 1511378418.122371
7757721.309508 -363569.020717 0.000000 0.662894 1 4 1511378418.184877
7757721.311339 -363569.018962 0.000000 0.664988 1 4 1511378418.247381
7757721.311353 -363569.020703 0.000000 0.663312 1 4 1511378418.309856
7757721.309522 -363569.022458 0.000000 0.662073 1 4 1511378418.372390
7757721.311325 -363569.017221 0.000000 0.660729 1 4 1511378418.434888
7757721.311325 -363569.017221 0.000000 0.662510 1 4 1511378418.497381
7757721.309508 -363569.020717 0.000000 0.664726 1 4 1511378418.559902
7757721.309494 -363569.018977 0.000000 0.664394 1 4 1511378418.622386
7757721.309508 -363569.020717 0.000000 0.661358 1 4 1511378418.684884
7757721.309494 -363569.018977 0.000000 0.662003 1 4 1511378418.747389
7757721.311353 -363569.020703 0.000000 0.661899 1 4 1511378418.809915
7757721.313184 -363569.018947 0.000000 0.664464 1 4 1511378418.872387
7757721.309508 -363569.020717 0.000000 0.661515 1 4 1511378418.934887
7757721.309508 -363569.020717 0.000000 0.661515 1 4 1511378418.997392
7757721.313198 -363569.020688 0.000000 0.663644 1 4 1511378419.059861
7757721.311339 -363569.018962 0.000000 0.663260 1 4 1511378419.122403
7757721.311353 -363569.020703 0.000000 0.662963 1 4 1511378419.184910
7757721.309508 -363569.020717 0.000000 0.663085 1 4 1511378419.247400
7757721.311367 -363569.022444 0.000000 0.661532 1 4 1511378419.309935
7757721.311367 -363569.022444 0.000000 0.661375 1 4 1511378419.372420
7757721.311339 -363569.018962 0.000000 0.662771 1 4 1511378419.434918
7757721.311353 -363569.020703 0.000000 0.662946 1 4 1511378419.497368
7757721.311353 -363569.020703 0.000000 0.662073 1 4 1511378419.559884
7757721.307636 -363569.017250 0.000000 0.662056 1 4 1511378419.622368
7757721.307663 -363569.020732 0.000000 0.662213 1 4 1511378419.684868
7757721.307650 -363569.018991 0.000000 0.661759 1 4 1511378419.747375
7757721.311325 -363569.017221 0.000000 0.662492 1 4 1511378419.809934
7757721.313170 -363569.017207 0.000000 0.664063 1 4 1511378419.872418
7757721.309508 -363569.020717 0.000000 0.662562 1 4 1511378419.934888
7757721.309494 -363569.018977 0.000000 0.662946 1 4 1511378419.997419
7757721.307663 -363569.020732 0.000000 0.662492 1 4 1511378420.059933
7757721.307677 -363569.022473 0.000000 0.663225 1 4 1511378420.122440
7757721.309494 -363569.018977 0.000000 0.662736 1 4 1511378420.184923
7757721.309494 -363569.018977 0.000000 0.662667 1 4 1511378420.247430
7757721.311339 -363569.018962 0.000000 0.662859 1 4 1511378420.309950
7757721.311339 -363569.018962 0.000000 0.664203 1 4 1511378420.372421
7757721.309494 -363569.018977 0.000000 0.664028 1 4 1511378420.434927
7757721.307650 -363569.018991 0.000000 0.664272 1 4 1511378420.497431
7757721.309481 -363569.017236 0.000000 0.662614 1 4 1511378420.559910
7757721.307622 -363569.015510 0.000000 0.662021 1 4 1511378420.622432
7757721.309467 -363569.015495 0.000000 0.664778 1 4 1511378420.684936
7757721.311339 -363569.018962 0.000000 0.664778 1 4 1511378420.747437
7757721.311325 -363569.017221 0.000000 0.664255 1 4 1511378420.809967
7757721.309467 -363569.015495 0.000000 0.663051 1 4 1511378420.872441
7757721.311339 -363569.018962 0.000000 0.664534 1 4 1511378420.934942
7757721.311339 -363569.018962 0.000000 0.665005 1 4 1511378420.997445
7757721.313184 -363569.018947 0.000000 0.666367 1 4 1511378421.059950
7757721.311312 -363569.015481 0.000000 0.664883 1 4 1511378421.122475
7757721.313143 -363569.013725 0.000000 0.662702 1 4 1511378421.184916
7757721.318677 -363569.013682 0.000000 0.665442 1 4 1511378421.247459
7757721.322325 -363569.008430 0.000000 0.664255 1 4 1511378421.309985
7757721.326001 -363569.006660 0.000000 0.664360 1 4 1511378421.372470
7757721.342535 -363568.997825 0.000000 0.662248 1 4 1511378421.434969
7757721.346183 -363568.992574 0.000000 0.659892 1 4 1511378421.497504
7757721.355380 -363568.989020 0.000000 0.661305 1 4 1511378421.559975
7757721.362690 -363568.980258 0.000000 0.659333 1 4 1511378421.622440
7757721.373690 -363568.971467 0.000000 0.654289 1 4 1511378421.684952
7757721.382858 -363568.964431 0.000000 0.653381 1 4 1511378421.747457
7757721.395689 -363568.953884 0.000000 0.653504 1 4 1511378421.809987
7757721.403027 -363568.948604 0.000000 0.654272 1 4 1511378421.872433
7757721.421351 -363568.932791 0.000000 0.659420 1 4 1511378421.934962
7757721.437857 -363568.920475 0.000000 0.662911 1 4 1511378421.997467
7757721.456181 -363568.904663 0.000000 0.664011 1 4 1511378422.059967
7757721.470843 -363568.892361 0.000000 0.664517 1 4 1511378422.122469
7757721.487377 -363568.883526 0.000000 0.663243 1 4 1511378422.184948
7757721.518463 -363568.848463 0.000000 0.658425 1 4 1511378422.247470
7757721.531348 -363568.844880 0.000000 0.658600 1 4 1511378422.309971
7757721.553472 -363568.842964 0.000000 0.662754 1 4 1511378422.372481
7757721.602991 -363568.806015 0.000000 0.662632 1 4 1511378422.434977
7757721.613853 -363568.779817 0.000000 0.661986 1 4 1511378422.497454
7757721.645022 -363568.755198 0.000000 0.660206 1 4 1511378422.559980
7757721.659628 -363568.735934 0.000000 0.657291 1 4 1511378422.622482
7757721.723961 -363568.705831 0.000000 0.653783 1 4 1511378422.684987
7757721.756947 -363568.677717 0.000000 0.660502 1 4 1511378422.747484
7757721.784549 -363568.668794 0.000000 0.659909 1 4 1511378422.809996
7757721.819283 -363568.628481 0.000000 0.659281 1 4 1511378422.872487
7757721.887223 -363568.587904 0.000000 0.667396 1 4 1511378422.934991
7757721.920043 -363568.538901 0.000000 0.663679 1 4 1511378422.997522
7757721.962239 -363568.508973 0.000000 0.661026 1 4 1511378423.059979
7757722.002590 -363568.479060 0.000000 0.662387 1 4 1511378423.122446
7757722.059488 -363568.442053 0.000000 0.673086 1 4 1511378423.184953
7757722.141966 -363568.373508 0.000000 0.661270 1 4 1511378423.247502
7757722.185910 -363568.331381 0.000000 0.677589 1 4 1511378423.310024
7757722.237137 -363568.277010 0.000000 0.674151 1 4 1511378423.372508
7757722.332404 -363568.192696 0.000000 0.667501 1 4 1511378423.435006
7757722.394699 -363568.138238 0.000000 0.663051 1 4 1511378423.497548
7757722.459018 -363568.106394 0.000000 0.667047 1 4 1511378423.559996
7757722.532410 -363568.055330 0.000000 0.664464 1 4 1511378423.622468
7757722.646069 -363567.963908 0.000000 0.678235 1 4 1511378423.684991
7757722.717588 -363567.909376 0.000000 0.662579 1 4 1511378423.747502
7757722.792770 -363567.851334 0.000000 0.660310 1 4 1511378423.810034
7757722.866078 -363567.789825 0.000000 0.647517 1 4 1511378423.872502
7757723.016564 -363567.689408 0.000000 0.663819 1 4 1511378423.935030
7757723.089805 -363567.619195 0.000000 0.659036 1 4 1511378423.997526
7757723.161255 -363567.555960 0.000000 0.655895 1 4 1511378424.059989
7757723.247505 -363567.497831 0.000000 0.674221 1 4 1511378424.122484
7757723.329982 -363567.429286 0.000000 0.674692 1 4 1511378424.185012
7757723.491275 -363567.295707 0.000000 0.668548 1 4 1511378424.247516
7757723.579232 -363567.220156 0.000000 0.658111 1 4 1511378424.310014
7757723.672847 -363567.160227 0.000000 0.666122 1 4 1511378424.372491
7757723.856250 -363567.022992 0.000000 0.660974 1 4 1511378424.435017
7757723.947896 -363566.947412 0.000000 0.666157 1 4 1511378424.497521
7757724.046867 -363566.864810 0.000000 0.675652 1 4 1511378424.559997
7757724.145920 -363566.792652 0.000000 0.672999 1 4 1511378424.622527
7757724.340295 -363566.643145 0.000000 0.677188 1 4 1511378424.685026
7757724.428142 -363566.553667 0.000000 0.662108 1 4 1511378424.747525
7757724.547459 -363566.477868 0.000000 0.676263 1 4 1511378424.810055
7757724.653809 -363566.395208 0.000000 0.674709 1 4 1511378424.872507
7757724.860973 -363566.229931 0.000000 0.669229 1 4 1511378424.935034
7757724.961802 -363566.149056 0.000000 0.671987 1 4 1511378424.997587
7757725.062659 -363566.071661 0.000000 0.668583 1 4 1511378425.060015
7757725.185432 -363565.966241 0.000000 0.663208 1 4 1511378425.122538
7757725.287941 -363565.864461 0.000000 0.660101 1 4 1511378425.185055
7757725.521014 -363565.709425 0.000000 0.653155 1 4 1511378425.247524
7757725.647312 -363565.583086 0.000000 0.665477 1 4 1511378425.310077
7757725.762954 -363565.509057 0.000000 0.672580 1 4 1511378425.372569
7757726.006835 -363565.320859 0.000000 0.649437 1 4 1511378425.435084
7757726.131632 -363565.238053 0.000000 0.668671 1 4 1511378425.497594
7757726.254474 -363565.141336 0.000000 0.668164 1 4 1511378425.560063
7757726.423339 -363565.032069 0.000000 0.661323 1 4 1511378425.622550
7757726.694795 -363564.831468 0.000000 0.655807 1 4 1511378425.685028
7757726.815751 -363564.729543 0.000000 0.648948 1 4 1511378425.747560
7757726.962506 -363564.623932 0.000000 0.645004 1 4 1511378425.810079
7757727.083462 -363564.522007 0.000000 0.639681 1 4 1511378425.872531
7757727.369663 -363564.319548 0.000000 0.671934 1 4 1511378425.935051
7757727.499774 -363564.208847 0.000000 0.672144 1 4 1511378425.997592
7757727.640967 -363564.099799 0.000000 0.667815 1 4 1511378426.060058
7757727.776723 -363564.002979 0.000000 0.648285 1 4 1511378426.122561
7757727.906793 -363563.887056 0.000000 0.651339 1 4 1511378426.185065
7757728.183686 -363563.674225 0.000000 0.652334 1 4 1511378426.247522
7757728.339624 -363563.563320 0.000000 0.655179 1 4 1511378426.310034
7757728.466073 -363563.456129 0.000000 0.662352 1 4 1511378426.372519
7757728.740902 -363563.215461 0.000000 0.645527 1 4 1511378426.435040
7757728.885648 -363563.088976 0.000000 0.659298 1 4 1511378426.497588
7757729.036038 -363562.976374 0.000000 0.661759 1 4 1511378426.560069
7757729.178966 -363562.853385 0.000000 0.655650 1 4 1511378426.622575
7757729.501690 -363562.603634 0.000000 0.645894 1 4 1511378426.685073
7757729.661303 -363562.490959 0.000000 0.653870 1 4 1511378426.747574
7757729.811693 -363562.378356 0.000000 0.659455 1 4 1511378426.810166
7757729.976827 -363562.263896 0.000000 0.649926 1 4 1511378426.872584
7757730.281048 -363562.007329 0.000000 0.647482 1 4 1511378426.935076
7757730.281048 -363562.007329 0.000000 0.647482 1 4 1511378426.997585
7757730.594576 -363561.761133 0.000000 0.657500 1 4 1511378427.060097
7757730.752056 -363561.611916 0.000000 0.647290 1 4 1511378427.122582
7757730.896898 -363561.497617 0.000000 0.646575 1 4 1511378427.185071
7757731.230676 -363561.246038 0.000000 0.649420 1 4 1511378427.247621
7757731.390125 -363561.112474 0.000000 0.651636 1 4 1511378427.310188
7757731.544135 -363560.991138 0.000000 0.657186 1 4 1511378427.372647
7757731.861270 -363560.734468 0.000000 0.656052 1 4 1511378427.435109
7757732.031814 -363560.604298 0.000000 0.655336 1 4 1511378427.497603
7757732.209834 -363560.486254 0.000000 0.657099 1 4 1511378427.560138
7757732.383930 -363560.338648 0.000000 0.662667 1 4 1511378427.622621
7757732.726878 -363560.080033 0.000000 0.658268 1 4 1511378427.685164
7757732.902957 -363559.949819 0.000000 0.652369 1 4 1511378427.747571
7757733.075195 -363559.800486 0.000000 0.649385 1 4 1511378427.810130
7757733.253146 -363559.673738 0.000000 0.659944 1 4 1511378427.872570
7757733.605152 -363559.394162 0.000000 0.658408 1 4 1511378427.935115
7757733.779345 -363559.258740 0.000000 0.654464 1 4 1511378427.997604
7757733.947975 -363559.119881 0.000000 0.657553 1 4 1511378428.060123
7757734.123999 -363558.982704 0.000000 0.665040 1 4 1511378428.122606
7757734.298151 -363558.842060 0.000000 0.665459 1 4 1511378428.185121
7757734.646440 -363558.559031 0.000000 0.655703 1 4 1511378428.247585
7757734.829884 -363558.427018 0.000000 0.663312 1 4 1511378428.310140
7757735.018807 -363558.287998 0.000000 0.659176 1 4 1511378428.372613
7757735.387430 -363558.010031 0.000000 0.654202 1 4 1511378428.435130
7757735.576436 -363557.881456 0.000000 0.662475 1 4 1511378428.497641
7757735.765318 -363557.737213 0.000000 0.658513 1 4 1511378428.560166
7757735.950538 -363557.596482 0.000000 0.656558 1 4 1511378428.622619
7757736.304388 -363557.316891 0.000000 0.660520 1 4 1511378428.685159
7757736.496932 -363557.169138 0.000000 0.667641 1 4 1511378428.747599
7757736.658212 -363557.033818 0.000000 0.660485 1 4 1511378428.810214
7757736.846887 -363556.863465 0.000000 0.657780 1 4 1511378428.872602
7757737.233889 -363556.576649 0.000000 0.657553 1 4 1511378428.935141
7757737.424574 -363556.427170 0.000000 0.651200 1 4 1511378428.997609
7757737.604136 -363556.270815 0.000000 0.658914 1 4 1511378429.060175
7757737.796735 -363556.130026 0.000000 0.651776 1 4 1511378429.122632
7757737.985590 -363555.982302 0.000000 0.658268 1 4 1511378429.185152
7757738.383453 -363555.669287 0.000000 0.650362 1 4 1511378429.247641
7757738.579742 -363555.528468 0.000000 0.655511 1 4 1511378429.310185
7757738.770455 -363555.382470 0.000000 0.648896 1 4 1511378429.372655
7757739.168374 -363555.076418 0.000000 0.654586 1 4 1511378429.435201
7757739.366438 -363554.926881 0.000000 0.654202 1 4 1511378429.497616
7757739.538690 -363554.779289 0.000000 0.650676 1 4 1511378429.560115
7757739.731234 -363554.631536 0.000000 0.649262 1 4 1511378429.622634
7757740.114326 -363554.316897 0.000000 0.654132 1 4 1511378429.685162
7757740.312321 -363554.158656 0.000000 0.655458 1 4 1511378429.747646
7757740.514061 -363554.007348 0.000000 0.646994 1 4 1511378429.810161
7757740.730821 -363553.888999 0.000000 0.656593 1 4 1511378429.872646
7757741.126730 -363553.562072 0.000000 0.638354 1 4 1511378429.935197
7757741.318902 -363553.367319 0.000000 0.640815 1 4 1511378429.997658
7757741.526273 -363553.228154 0.000000 0.651409 1 4 1511378430.060163
7757741.733603 -363553.083766 0.000000 0.665093 1 4 1511378430.122655
7757741.935192 -363552.913310 0.000000 0.649210 1 4 1511378430.185183
7757742.342362 -363552.610667 0.000000 0.649193 1 4 1511378430.247654
7757742.533047 -363552.461188 0.000000 0.662318 1 4 1511378430.310203
7757742.743915 -363552.297622 0.000000 0.650118 1 4 1511378430.372658
7757743.169298 -363551.965240 0.000000 0.673488 1 4 1511378430.435225
7757743.382052 -363551.806883 0.000000 0.667344 1 4 1511378430.497633
7757743.583627 -363551.634687 0.000000 0.654673 1 4 1511378430.560160
7757743.801970 -363551.483248 0.000000 0.659473 1 4 1511378430.622670
7757744.220044 -363551.159628 0.000000 0.663173 1 4 1511378430.685166
7757744.432619 -363550.978641 0.000000 0.658565 1 4 1511378430.747668
7757744.640003 -363550.841216 0.000000 0.658460 1 4 1511378430.810163
7757744.854602 -363550.682843 0.000000 0.643084 1 4 1511378430.872643
7757745.268875 -363550.345326 0.000000 0.635405 1 4 1511378430.935156
7757745.481643 -363550.188710 0.000000 0.647919 1 4 1511378430.997646
7757745.694355 -363550.025130 0.000000 0.643067 1 4 1511378431.060143
7757745.914502 -363549.868454 0.000000 0.665424 1 4 1511378431.122677
7757746.129087 -363549.708341 0.000000 0.663173 1 4 1511378431.185158
7757746.561918 -363549.384604 0.000000 0.652631 1 4 1511378431.247692
7757746.772731 -363549.214076 0.000000 0.662911 1 4 1511378431.310224
7757746.992822 -363549.050438 0.000000 0.659822 1 4 1511378431.372716
7757747.427320 -363548.704057 0.000000 0.639908 1 4 1511378431.435201
7757747.653028 -363548.550819 0.000000 0.650449 1 4 1511378431.497633
7757747.865726 -363548.385499 0.000000 0.677188 1 4 1511378431.560206
7757748.087635 -363548.218364 0.000000 0.653416 1 4 1511378431.622716
7757748.531494 -363547.889318 0.000000 0.653347 1 4 1511378431.685170
7757748.751585 -363547.725679 0.000000 0.659298 1 4 1511378431.747717
7757748.942009 -363547.543126 0.000000 0.657291 1 4 1511378431.810209
0.000000 -166021.443181 0.000000 0.651601 1 0 1511378431.872669
7757749.576595 -363547.069823 0.000000 0.657500 1 4 1511378431.935174
7757749.824110 -363546.874632 0.000000 0.655773 1 4 1511378431.997646
7757750.042453 -363546.723194 0.000000 0.669177 1 4 1511378432.060180
7757750.255055 -363546.545688 0.000000 0.662370 1 4 1511378432.122659
7757750.478795 -363546.376798 0.000000 0.666663 1 4 1511378432.185169
7757750.859863 -363546.039544 0.000000 0.654184 1 4 1511378432.247678
7757751.135022 -363545.840653 0.000000 0.651601 1 4 1511378432.310222
7757751.362451 -363545.671734 0.000000 0.649821 1 4 1511378432.372709
7757751.806186 -363545.327021 0.000000 0.653085 1 4 1511378432.435230
7757752.033601 -363545.156361 0.000000 0.654027 1 4 1511378432.497679
7757752.246273 -363544.987559 0.000000 0.646784 1 4 1511378432.560276
7757752.468167 -363544.818684 0.000000 0.651165 1 4 1511378432.622719
7757752.915551 -363544.468719 0.000000 0.649629 1 4 1511378432.685230
0.000000 -166021.443181 0.000000 0.651671 1 0 1511378432.747714
7757753.366692 -363544.127429 0.000000 0.649280 1 4 1511378432.810220
7757753.588587 -363543.958554 0.000000 0.652736 1 4 1511378432.872722
7757754.022974 -363543.598246 0.000000 0.654167 1 4 1511378432.935162
7757754.237476 -363543.427689 0.000000 0.653050 1 4 1511378432.997745
7757754.470398 -363543.253504 0.000000 0.641391 1 4 1511378433.060206
7757754.699617 -363543.077607 0.000000 0.643887 1 4 1511378433.122696
7757754.921498 -363542.906991 0.000000 0.644864 1 4 1511378433.185208
7757755.387219 -363542.542955 0.000000 0.648617 1 4 1511378433.247725
7757755.618214 -363542.358340 0.000000 0.667292 1 4 1511378433.310210
7757755.830871 -363542.187797 0.000000 0.655336 1 4 1511378433.372752
7757756.302153 -363541.827198 0.000000 0.666908 1 4 1511378433.435241
7757756.531386 -363541.653042 0.000000 0.671044 1 4 1511378433.497736
7757756.755098 -363541.480671 0.000000 0.667379 1 4 1511378433.560244
7757756.982472 -363541.304789 0.000000 0.651601 1 4 1511378433.622732
7757757.440882 -363540.949514 0.000000 0.650414 1 4 1511378433.685225
7757757.666371 -363540.768425 0.000000 0.579537 1 4 1511378433.747748
